icd10_id,icd10_lbl,mondo_id,mondo_lbl,mondo_score,hb_id,hb_lbl,hp_score
Q228,Other congenital malformations of tricuspid valve,http://purl.obolibrary.org/obo/MONDO_0011514,congenital atresia of tricuspid valve,2,http://purl.obolibrary.org/obo/HP_0001642,Narrowing of pulmonic valve,4
Q229,"Congenital malformation of tricuspid valve, unspecified",http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3
Q23,Congenital malformations of aortic and mitral valves,http://purl.obolibrary.org/obo/MONDO_0020724,cavernous malformations of CNS and retina,4,http://purl.obolibrary.org/obo/HP_0000175,Cleft of hard and soft palate,5
Q230,Congenital stenosis of aortic valve,http://purl.obolibrary.org/obo/MONDO_0003803,disease of aortic valve,2,http://purl.obolibrary.org/obo/HP_0001650,Narrowing of aortic valve,2
Q231,Congenital insufficiency of aortic valve,http://purl.obolibrary.org/obo/MONDO_0019809,congenital insufficiency of aortic valve,1,http://purl.obolibrary.org/obo/HP_0001650,Narrowing of aortic valve,2
Q232,Congenital mitral stenosis,http://purl.obolibrary.org/obo/MONDO_0005852,mitral stenosis,1,http://purl.obolibrary.org/obo/HP_0011570,Congenital mitral stenosis,0
Q233,Congenital mitral insufficiency,http://purl.obolibrary.org/obo/MONDO_0001298,congenital mitral insufficiency,1,http://purl.obolibrary.org/obo/HP_0011570,Congenital mitral stenosis,1
Q234,Hypoplastic left heart syndrome,http://purl.obolibrary.org/obo/HP_0004383,Hypoplastic left heart,1,http://purl.obolibrary.org/obo/HP_0004383,Hypoplastic left heart,1
Q238,Other congenital malformations of aortic and mitral valves,http://purl.obolibrary.org/obo/MONDO_0001298,congenital insufficiency of mitral valve,5,http://purl.obolibrary.org/obo/HP_0000175,Cleft of hard and soft palate,6
Q239,"Congenital malformation of aortic and mitral valves, unspecified",http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,5,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,5
Q24,Other congenital malformations of heart,http://purl.obolibrary.org/obo/MONDO_0005453,congenital anomaly of heart,2,http://purl.obolibrary.org/obo/HP_0006695,Hole in center of heart,3
Q240,Dextrocardia,http://purl.obolibrary.org/obo/HP_0001651,Dextrocardia,0,http://purl.obolibrary.org/obo/HP_0001651,Dextrocardia,0
Q241,Levocardia,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0000001,All,1
Q242,Cor triatriatum,http://purl.obolibrary.org/obo/MONDO_0015450,Cor triatriatum,0,http://purl.obolibrary.org/obo/HP_0010774,Cor triatriatum,0
Q243,Pulmonary infundibular stenosis,http://purl.obolibrary.org/obo/HP_0004415,Pulmonary artery stenosis,1,http://purl.obolibrary.org/obo/HP_0001642,Pulmonary stenosis,1
Q244,Congenital subaortic stenosis,http://purl.obolibrary.org/obo/MONDO_0005045,hypertrophic subaortic stenosis,1,http://purl.obolibrary.org/obo/HP_0001691,Muscular subaortic stenosis,1
Q245,Malformation of coronary vessels,http://purl.obolibrary.org/obo/MONDO_0006714,aneurysm of coronary vessels,1,http://purl.obolibrary.org/obo/HP_0000159,Malformation of lip,2
Q246,Congenital heart block,http://purl.obolibrary.org/obo/MONDO_0000467,second-degree heart block,1,http://purl.obolibrary.org/obo/HP_0001627,Congenital heart defect,1
Q248,Other specified congenital malformations of heart,http://purl.obolibrary.org/obo/MONDO_0005453,congenital anomaly of heart,3,http://purl.obolibrary.org/obo/HP_0006695,Hole in center of heart,4
Q249,"Congenital malformation of heart, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0000377,Minor malformation of the auricles,3
Q25,Congenital malformations of great arteries,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,2,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,2
Q250,Patent ductus arteriosus,http://purl.obolibrary.org/obo/MONDO_0011827,patent ductus arteriosus,1,http://purl.obolibrary.org/obo/HP_0001643,Patent ductus arteriosus,0
Q251,Coarctation of aorta,http://purl.obolibrary.org/obo/HP_0001680,Coarctation of aorta,0,http://purl.obolibrary.org/obo/HP_0001680,Coarctation of aorta,0
Q252,Atresia of aorta,http://purl.obolibrary.org/obo/HP_0001680,Coarctation of aorta,1,http://purl.obolibrary.org/obo/HP_0001680,Coarctation of aorta,1
Q2521,Interruption of aortic arch,http://purl.obolibrary.org/obo/HP_0012304,Hypoplastic aortic arch,2,http://purl.obolibrary.org/obo/HP_0001650,Narrowing of aortic valve,2
Q2529,Other atresia of aorta,http://purl.obolibrary.org/obo/HP_0001680,Coarctation of aorta,2,http://purl.obolibrary.org/obo/HP_0001680,Coarctation of aorta,2
Q253,Supravalvular aortic stenosis,http://purl.obolibrary.org/obo/HP_0004381,Supravalvular aortic stenosis,0,http://purl.obolibrary.org/obo/HP_0004381,Supravalvular aortic stenosis,0
Q254,Other congenital malformations of aorta,http://purl.obolibrary.org/obo/HP_0001680,Coarctation of aorta,3,http://purl.obolibrary.org/obo/HP_0001680,Coarctation of aorta,3
Q2540,Congenital malformation of aorta unspecified,http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0000377,Minor malformation of the auricles,3
Q2541,Absence and aplasia of aorta,http://purl.obolibrary.org/obo/MONDO_0001863,atresia and stenosis of aorta,2,http://purl.obolibrary.org/obo/HP_0000528,Absence of eyeballs,3
Q2542,Hypoplasia of aorta,http://purl.obolibrary.org/obo/HP_0000685,Hypoplasia of teeth,1,http://purl.obolibrary.org/obo/HP_0000274,Hypoplasia of face,1
Q2543,Congenital aneurysm of aorta,http://purl.obolibrary.org/obo/HP_0001680,Coarctation of aorta,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q2544,Congenital dilation of aorta,http://purl.obolibrary.org/obo/HP_0001680,Coarctation of aorta,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q2545,Double aortic arch,http://purl.obolibrary.org/obo/HP_0012304,Hypoplastic aortic arch,1,http://purl.obolibrary.org/obo/HP_0011590,Double aortic arch,0
Q2546,Tortuous aortic arch,http://purl.obolibrary.org/obo/HP_0012304,Hypoplastic aortic arch,1,http://purl.obolibrary.org/obo/HP_0011588,Cervical aortic arch,1
Q2547,Right aortic arch,http://purl.obolibrary.org/obo/HP_0012304,Hypoplastic aortic arch,1,http://purl.obolibrary.org/obo/HP_0012020,Right aortic arch,0
Q2548,Anomalous origin of subclavian artery,http://purl.obolibrary.org/obo/MONDO_0021727,congenital malposition of subclavian artery,2,http://purl.obolibrary.org/obo/HP_0031253,Anomalous origin of left subclavian artery,1
Q2549,Other congenital malformations of aorta,http://purl.obolibrary.org/obo/HP_0001680,Coarctation of aorta,3,http://purl.obolibrary.org/obo/HP_0001680,Coarctation of aorta,3
Q255,Atresia of pulmonary artery,http://purl.obolibrary.org/obo/CL_0002557,fibroblast of pulmonary artery,1,http://purl.obolibrary.org/obo/HP_0001920,Narrowing of kidney artery,2
Q256,Stenosis of pulmonary artery,http://purl.obolibrary.org/obo/CL_0002557,fibroblast of pulmonary artery,1,http://purl.obolibrary.org/obo/HP_0001920,Narrowing of kidney artery,2
Q257,Other congenital malformations of pulmonary artery,http://purl.obolibrary.org/obo/MONDO_0020007,congenital absence of pulmonary artery,2,http://purl.obolibrary.org/obo/HP_0001920,Narrowing of kidney artery,4
Q2571,Coarctation of pulmonary artery,http://purl.obolibrary.org/obo/CL_0002557,fibroblast of pulmonary artery,1,http://purl.obolibrary.org/obo/HP_0001680,Coarctation of aorta,2
Q2572,Congenital pulmonary arteriovenous malformation,http://purl.obolibrary.org/obo/MONDO_0009930,obsolete pulmonary arteriovenous malformation,1,http://purl.obolibrary.org/obo/HP_0010959,Congenital pulmonary airway malformation,1
Q2579,Other congenital malformations of pulmonary artery,http://purl.obolibrary.org/obo/MONDO_0020007,congenital absence of pulmonary artery,2,http://purl.obolibrary.org/obo/HP_0001920,Narrowing of kidney artery,4
Q258,Other congenital malformations of other great arteries,http://purl.obolibrary.org/obo/MONDO_0020292,congenital anomaly of the great arteries,3,http://purl.obolibrary.org/obo/HP_0001669,Transposition of the great arteries,4
Q259,"Congenital malformation of great arteries, unspecified",http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3
Q26,Congenital malformations of great veins,http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,3
Q260,Congenital stenosis of vena cava,http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,3
Q261,Persistent left superior vena cava,http://purl.obolibrary.org/obo/HP_0025575,Abnormal superior vena cava morphology,3,http://purl.obolibrary.org/obo/HP_0005301,Persistent left superior vena cava,0
Q262,Total anomalous pulmonary venous connection,http://purl.obolibrary.org/obo/MONDO_0007130,total anomalous pulmonary venous return,2,http://purl.obolibrary.org/obo/HP_0005160,Total anomalous pulmonary venous connection,0
Q263,Partial anomalous pulmonary venous connection,http://purl.obolibrary.org/obo/MONDO_0020453,Partial anomalous pulmonary Venous connection,1,http://purl.obolibrary.org/obo/HP_0010773,Partial anomalous pulmonary venous connection,0
Q264,"Anomalous pulmonary venous connection, unspecified",http://purl.obolibrary.org/obo/MONDO_0017705,congenital pulmonary venous return anomaly,3,http://purl.obolibrary.org/obo/HP_0010772,Anomalous pulmonary venous return,2
Q265,Anomalous portal venous connection,http://purl.obolibrary.org/obo/CL_0009100,hepatic portal fibroblast,3,http://purl.obolibrary.org/obo/HP_0005201,Anomalous splenoportal venous system,2
Q266,Portal vein-hepatic artery fistula,http://purl.obolibrary.org/obo/MONDO_0016077,congenital aortopulmonary artery fistula,2,http://purl.obolibrary.org/obo/HP_0011641,Coronary artery fistula,2
Q268,Other congenital malformations of great veins,http://purl.obolibrary.org/obo/MONDO_0018185,obsolete congenital anomaly of the great veins,3,http://purl.obolibrary.org/obo/HP_0001669,Transposition of great vessels,4
Q269,"Congenital malformation of great vein, unspecified",http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3
Q27,Other congenital malformations of peripheral vascular system,http://purl.obolibrary.org/obo/MONDO_0000590,autoimmune disorder of peripheral nervous system,4,http://purl.obolibrary.org/obo/HP_0410015,Abnormality of ganglion of peripheral nervous system,4
Q270,Congenital absence and hypoplasia of umbilical artery,http://purl.obolibrary.org/obo/CL_0010002,epithelial cell of umbilical artery,4,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,4
Q271,Congenital renal artery stenosis,http://purl.obolibrary.org/obo/MONDO_0001784,malignant renal artery stenosis,1,http://purl.obolibrary.org/obo/HP_0001920,Renal artery stenosis,2
Q272,Other congenital malformations of renal artery,http://purl.obolibrary.org/obo/MONDO_0001389,congenital anomaly of coronary artery,3,http://purl.obolibrary.org/obo/HP_0001920,Narrowing of kidney artery,4
Q273,Arteriovenous malformation (peripheral),http://purl.obolibrary.org/obo/HP_0001305,Dandy-Walker malformation,2,http://purl.obolibrary.org/obo/HP_0100026,Arteriovenous malformation,1
Q2730,"Arteriovenous malformation, site unspecified",http://purl.obolibrary.org/obo/MONDO_0001268,"gingival recession, unspecified",3,http://purl.obolibrary.org/obo/HP_0004947,Arteriovenous fistula,3
Q2731,Arteriovenous malformation of vessel of upper limb,http://purl.obolibrary.org/obo/MONDO_0005012,malignant melanoma of skin of upper limb,3,http://purl.obolibrary.org/obo/HP_0002817,Abnormality of the upper limb,4
Q2732,Arteriovenous malformation of vessel of lower limb,http://purl.obolibrary.org/obo/MONDO_0005012,malignant melanoma of skin of lower limb,3,http://purl.obolibrary.org/obo/HP_0002061,Spasticity of lower limb,4
Q2733,Arteriovenous malformation of digestive system vessel,http://purl.obolibrary.org/obo/GO_0044058,regulation of digestive system process,3,http://purl.obolibrary.org/obo/HP_0025032,Abnormality of digestive system physiology,3
Q2734,Arteriovenous malformation of renal vessel,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,3,http://purl.obolibrary.org/obo/HP_0031257,Arteriovenous malformation of the maxilla,2
Q2739,"Arteriovenous malformation, other site",http://purl.obolibrary.org/obo/MONDO_0004646,"decubitus ulcer, other site",2,http://purl.obolibrary.org/obo/HP_0004947,Arteriovenous fistula,3
Q274,Congenital phlebectasia,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,1
Q278,Other specified congenital malformations of peripheral vascular system,http://purl.obolibrary.org/obo/MONDO_0000590,autoimmune disorder of peripheral nervous system,5,http://purl.obolibrary.org/obo/HP_0410015,Abnormality of ganglion of peripheral nervous system,5
Q279,"Congenital malformation of peripheral vascular system, unspecified",http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,4,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,4
Q28,Other congenital malformations of circulatory system,http://purl.obolibrary.org/obo/MAXO_0001411,therapeutic procedure of circulatory system,3,http://purl.obolibrary.org/obo/HP_0000847,Abnormality of renin-angiotensin system,4
Q280,Arteriovenous malformation of precerebral vessels,http://purl.obolibrary.org/obo/HP_0003759,Hypoplasia of lymphatic vessels,3,http://purl.obolibrary.org/obo/HP_0031257,Arteriovenous malformation of the maxilla,2
Q281,Other malformations of precerebral vessels,http://purl.obolibrary.org/obo/HP_0003759,Hypoplasia of lymphatic vessels,3,http://purl.obolibrary.org/obo/HP_0000503,Tortuosity of conjunctival vessels,3
Q282,Arteriovenous malformation of cerebral vessels,http://purl.obolibrary.org/obo/CL_0002609,obsolete neuron of cerebral cortex,3,http://purl.obolibrary.org/obo/HP_0031257,Arteriovenous malformation of the maxilla,2
Q283,Other malformations of cerebral vessels,http://purl.obolibrary.org/obo/CL_0002609,obsolete neuron of cerebral cortex,3,http://purl.obolibrary.org/obo/HP_0000503,Tortuosity of conjunctival vessels,3
Q288,Other specified congenital malformations of circulatory system,http://purl.obolibrary.org/obo/MAXO_0001411,therapeutic procedure of circulatory system,4,http://purl.obolibrary.org/obo/HP_0000847,Abnormality of renin-angiotensin system,5
Q289,"Congenital malformation of circulatory system, unspecified",http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3
Q30,Congenital malformations of nose,http://purl.obolibrary.org/obo/HP_0005275,Cartilaginous ossification of nose,2,http://purl.obolibrary.org/obo/HP_0000418,Narrow dorsum of nose,2
Q300,Choanal atresia,http://purl.obolibrary.org/obo/HP_0000453,Choanal atresia,0,http://purl.obolibrary.org/obo/HP_0000453,Choanal atresia,0
Q301,Agenesis and underdevelopment of nose,http://purl.obolibrary.org/obo/HP_0005275,Cartilaginous ossification of nose,3,http://purl.obolibrary.org/obo/HP_0005285,Agenesis of bridge of nose,2
Q302,"Fissured, notched and cleft nose",http://purl.obolibrary.org/obo/MONDO_0009869,"glossoptosis, micrognathia, and cleft palate",3,http://purl.obolibrary.org/obo/HP_0000048,Scrotal cleft,4
Q303,Congenital perforated nasal septum,http://purl.obolibrary.org/obo/HP_0000430,Underdeveloped nasal alae,3,http://purl.obolibrary.org/obo/HP_0000419,Anomaly of nasal septum,2
Q308,Other congenital malformations of nose,http://purl.obolibrary.org/obo/HP_0005275,Cartilaginous ossification of nose,3,http://purl.obolibrary.org/obo/HP_0000418,Narrow dorsum of nose,3
Q309,"Congenital malformation of nose, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0000377,Minor malformation of the auricles,3
Q31,Congenital malformations of larynx,http://purl.obolibrary.org/obo/HP_0008747,Cartilaginous ossification of larynx,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q310,Web of larynx,http://purl.obolibrary.org/obo/MONDO_0000934,leiomyoma of larynx,1,http://purl.obolibrary.org/obo/HP_0000005,Mode of inheritance,2
Q311,Congenital subglottic stenosis,http://purl.obolibrary.org/obo/MONDO_0015395,congenital subglottic stenosis,1,http://purl.obolibrary.org/obo/HP_0011570,Congenital mitral stenosis,1
Q312,Laryngeal hypoplasia,http://purl.obolibrary.org/obo/HP_0008749,Laryngeal hypoplasia,0,http://purl.obolibrary.org/obo/HP_0008749,Laryngeal hypoplasia,0
Q313,Laryngocele,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0000001,All,1
Q315,Congenital laryngomalacia,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,1
Q318,Other congenital malformations of larynx,http://purl.obolibrary.org/obo/MONDO_0007879,congenital atresia of larynx,2,http://purl.obolibrary.org/obo/HP_0008747,Cartilaginous ossification of larynx,3
Q319,"Congenital malformation of larynx, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0000377,Minor malformation of the auricles,3
Q32,Congenital malformations of trachea and bronchus,http://purl.obolibrary.org/obo/MONDO_0020724,cavernous malformations of CNS and retina,3,http://purl.obolibrary.org/obo/HP_0000972,Hyperkeratosis of palms and soles,4
Q320,Congenital tracheomalacia,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,1
Q321,Other congenital malformations of trachea,http://purl.obolibrary.org/obo/MONDO_0018058,congenital absence of trachea,2,http://purl.obolibrary.org/obo/HP_0006509,Diverticulosis of trachea,3
Q322,Congenital bronchomalacia,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,1
Q323,Congenital stenosis of bronchus,http://purl.obolibrary.org/obo/CL_0002208,brush cell of bronchus,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q324,Other congenital malformations of bronchus,http://purl.obolibrary.org/obo/CL_0002208,brush cell of bronchus,3,http://purl.obolibrary.org/obo/HP_0000005,Mode of inheritance,4
Q33,Congenital malformations of lung,http://purl.obolibrary.org/obo/CL_0000082,epithelial cell of lung,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q330,Congenital cystic lung,http://purl.obolibrary.org/obo/CL_0002553,fibroblast of lung,2,http://purl.obolibrary.org/obo/HP_0000138,Ovarian cystic abnormality,2
Q331,Accessory lobe of lung,http://purl.obolibrary.org/obo/UBERON_0000101,lobe of lung,1,http://purl.obolibrary.org/obo/HP_0000363,Abnormal lobe of ear,2
Q332,Sequestration of lung,http://purl.obolibrary.org/obo/CL_0002553,fibroblast of lung,1,http://purl.obolibrary.org/obo/HP_0550005,Scleroderma of lung,1
Q333,Agenesis of lung,http://purl.obolibrary.org/obo/CL_0002553,fibroblast of lung,1,http://purl.obolibrary.org/obo/HP_0000561,Agenesis of eyelashes,1
Q334,Congenital bronchiectasis,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,1
Q335,Ectopic tissue in lung,http://purl.obolibrary.org/obo/CL_0000082,epithelial cell of lung,3,http://purl.obolibrary.org/obo/HP_0000027,Absent sperm in semen,3
Q336,Congenital hypoplasia and dysplasia of lung,http://purl.obolibrary.org/obo/CL_0000082,epithelial cell of lung,4,http://purl.obolibrary.org/obo/HP_0000275,Horizontal hypoplasia of face,4
Q338,Other congenital malformations of lung,http://purl.obolibrary.org/obo/MONDO_0017843,congenital sequestration of lung,2,http://purl.obolibrary.org/obo/HP_0030357,Oat cell carcinoma of lung,3
Q339,"Congenital malformation of lung, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0000377,Minor malformation of the auricles,3
Q34,Other congenital malformations of respiratory system,http://purl.obolibrary.org/obo/CL_4033008,vein endothelial cell of respiratory system,3,http://purl.obolibrary.org/obo/HP_0000847,Abnormality of renin-angiotensin system,4
Q340,Anomaly of pleura,http://purl.obolibrary.org/obo/MONDO_0000969,lipoma of pleura,1,http://purl.obolibrary.org/obo/HP_0000159,Anomaly of lip,1
Q341,Congenital cyst of mediastinum,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q348,Other specified congenital malformations of respiratory system,http://purl.obolibrary.org/obo/CL_4033008,vein endothelial cell of respiratory system,4,http://purl.obolibrary.org/obo/HP_0000847,Abnormality of renin-angiotensin system,5
Q349,"Congenital malformation of respiratory system, unspecified",http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3
Q35,Cleft palate,http://purl.obolibrary.org/obo/HP_0000175,Cleft palate,0,http://purl.obolibrary.org/obo/HP_0000175,Cleft palate,0
Q351,Cleft hard palate,http://purl.obolibrary.org/obo/HP_0410005,Cleft hard palate,0,http://purl.obolibrary.org/obo/HP_0410005,Cleft hard palate,0
Q353,Cleft soft palate,http://purl.obolibrary.org/obo/HP_0000185,Cleft soft palate,0,http://purl.obolibrary.org/obo/HP_0000185,Cleft soft palate,0
Q355,Cleft hard palate with cleft soft palate,http://purl.obolibrary.org/obo/HP_0000185,Cleft soft palate,4,http://purl.obolibrary.org/obo/HP_0000175,Cleft hard and soft palate,3
Q357,Cleft uvula,http://purl.obolibrary.org/obo/HP_0000175,Cleft palate,1,http://purl.obolibrary.org/obo/HP_0000193,Cleft uvula,0
Q359,"Cleft palate, unspecified",http://purl.obolibrary.org/obo/HP_0000175,Cleft palate,2,http://purl.obolibrary.org/obo/HP_0000048,Cleft of scrotum,2
Q36,Cleft lip,http://purl.obolibrary.org/obo/HP_0410030,Cleft lip,0,http://purl.obolibrary.org/obo/HP_0410030,Cleft lip,0
Q360,"Cleft lip, bilateral",http://purl.obolibrary.org/obo/HP_0000175,Cleft palate,2,http://purl.obolibrary.org/obo/HP_0000048,Cleft of scrotum,2
Q361,"Cleft lip, median",http://purl.obolibrary.org/obo/HP_0000175,Cleft palate,2,http://purl.obolibrary.org/obo/HP_0000048,Cleft of scrotum,2
Q369,"Cleft lip, unilateral",http://purl.obolibrary.org/obo/HP_0000175,Cleft palate,2,http://purl.obolibrary.org/obo/HP_0000048,Cleft of scrotum,2
Q37,Cleft palate with cleft lip,http://purl.obolibrary.org/obo/HP_0000175,Cleft palate,3,http://purl.obolibrary.org/obo/HP_0000161,Midline cleft lip,3
Q370,Cleft hard palate with bilateral cleft lip,http://purl.obolibrary.org/obo/HP_0410005,Cleft hard palate,4,http://purl.obolibrary.org/obo/HP_0410005,Cleft hard palate,4
Q371,Cleft hard palate with unilateral cleft lip,http://purl.obolibrary.org/obo/HP_0410005,Cleft hard palate,4,http://purl.obolibrary.org/obo/HP_0011340,Forme fruste unilateral cleft lip,4
Q372,Cleft soft palate with bilateral cleft lip,http://purl.obolibrary.org/obo/HP_0000185,Cleft soft palate,4,http://purl.obolibrary.org/obo/HP_0000185,Cleft soft palate,4
Q373,Cleft soft palate with unilateral cleft lip,http://purl.obolibrary.org/obo/HP_0000185,Cleft soft palate,4,http://purl.obolibrary.org/obo/HP_0000185,Cleft soft palate,4
Q374,Cleft hard and soft palate with bilateral cleft lip,http://purl.obolibrary.org/obo/HP_0000185,Cleft soft palate,6,http://purl.obolibrary.org/obo/HP_0000175,Cleft hard and soft palate,4
Q375,Cleft hard and soft palate with unilateral cleft lip,http://purl.obolibrary.org/obo/HP_0000185,Cleft soft palate,6,http://purl.obolibrary.org/obo/HP_0000175,Cleft hard and soft palate,4
Q378,Unspecified cleft palate with bilateral cleft lip,http://purl.obolibrary.org/obo/MONDO_0010560,cleft palate with ankyloglossia,4,http://purl.obolibrary.org/obo/HP_5201011,Complete bilateral cleft lip,4
Q379,Unspecified cleft palate with unilateral cleft lip,http://purl.obolibrary.org/obo/MONDO_0004747,complete unilateral cleft lip,4,http://purl.obolibrary.org/obo/HP_0011340,Forme fruste unilateral cleft lip,4
Q38,"Other congenital malformations of tongue, mouth and pharynx",http://purl.obolibrary.org/obo/MONDO_0007110,"anemia, congenital hypoplastic, of Blackfan and Diamond",5,http://purl.obolibrary.org/obo/HP_0000153,Abnormality of the mouth,6
Q380,"Congenital malformations of lips, not elsewhere classified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,5,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,5
Q381,Ankyloglossia,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0010296,Ankyloglossia,0
Q382,Macroglossia,http://purl.obolibrary.org/obo/HP_0000158,Macroglossia,0,http://purl.obolibrary.org/obo/HP_0000158,Macroglossia,0
Q383,Other congenital malformations of tongue,http://purl.obolibrary.org/obo/MONDO_0007655,congenital fissure of tongue,2,http://purl.obolibrary.org/obo/HP_0000158,Increased size of tongue,3
Q384,Congenital malformations of salivary glands and ducts,http://purl.obolibrary.org/obo/MONDO_0020724,cavernous malformations of CNS and retina,4,http://purl.obolibrary.org/obo/HP_0000972,Hyperkeratosis of palms and soles,5
Q385,"Congenital malformations of palate, not elsewhere classified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,5,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,5
Q386,Other congenital malformations of mouth,http://purl.obolibrary.org/obo/MONDO_0000371,carcinoma in situ of mouth,3,http://purl.obolibrary.org/obo/HP_0000175,Cleft roof of mouth,3
Q387,Congenital pharyngeal pouch,http://purl.obolibrary.org/obo/UBERON_0004117,pharyngeal pouch,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,2
Q388,Other congenital malformations of pharynx,http://purl.obolibrary.org/obo/MONDO_0000372,carcinoma in situ of pharynx,3,http://purl.obolibrary.org/obo/HP_0009555,Decreased size of pharynx,3
Q39,Congenital malformations of esophagus,http://purl.obolibrary.org/obo/CL_0002252,epithelial cell of esophagus,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q390,Atresia of esophagus without fistula,http://purl.obolibrary.org/obo/HP_0040117,Atresia of the Eustachian tube,3,http://purl.obolibrary.org/obo/HP_0002031,Abnormality of esophagus structure,3
Q391,Atresia of esophagus with tracheo-esophageal fistula,http://purl.obolibrary.org/obo/HP_0000413,Atresia of the external auditory canal,4,http://purl.obolibrary.org/obo/HP_0000413,Atresia of the external auditory canal,4
Q392,Congenital tracheo-esophageal fistula without atresia,http://purl.obolibrary.org/obo/HP_0004399,Congenital pyloric atresia,3,http://purl.obolibrary.org/obo/HP_0004399,Congenital pyloric atresia,3
Q393,Congenital stenosis and stricture of esophagus,http://purl.obolibrary.org/obo/CL_0002252,epithelial cell of esophagus,4,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,4
Q394,Esophageal web,http://purl.obolibrary.org/obo/HP_0002032,Esophageal atresia,1,http://purl.obolibrary.org/obo/HP_0100594,Esophageal web,0
Q395,Congenital dilatation of esophagus,http://purl.obolibrary.org/obo/CL_0002252,epithelial cell of esophagus,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q396,Congenital diverticulum of esophagus,http://purl.obolibrary.org/obo/CL_0002252,epithelial cell of esophagus,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
